city,email,phone,gender,firstname,lastname
Jacksonville,GladysBGunn@armyspy.com,904-350-6073,female,Gladys,Gunn
Flat River,WilliamEMendes@armyspy.com,573-518-2726,male,William,Mendes
Westerville,AndrewKGarman@cuvox.de,740-255-2158,male,Andrew,Garman
Providence,ElmiraCWheeler@cuvox.de,401-681-2479,female,Elmira,Wheeler
Frisco,MinPSclafani@rhyta.com,972-912-7666,female,Min,Sclafani
Elk Grove Village,FabianJSherrell@teleworm.us,708-401-0103,male,Fabian,Sherrell
Long Lake,PeterSRigsby@einrot.com,989-257-1966,male,Peter,Rigsby
Bismarck,TamalaRGreen@gustr.com,701-220-4490,female,Tamala,Green
San Antonio,WillieLJackson@jourrapide.com,956-568-5361,male,Willie,Jackson
Mill Center,MaryDRussell@rhyta.com,920-865-4327,female,Mary,Russell
Margaretville,ThomasMBurroughs@gustr.com,845-586-7533,male,Thomas,Burroughs
Gresham,FeliciaRAllen@teleworm.us,715-787-3112,female,Felicia,Allen
Greenwood,HildaDJohnson@dayrep.com,317-887-0270,female,Hilda,Johnson
Mendon,MarthaHHux@cuvox.de,419-795-5578,female,Martha,Hux
Anniston,FrancesBSantiago@dayrep.com,256-770-6624,female,Frances,Santiago
Fort Lauderdale,WilliamCWalker@cuvox.de,954-486-9207,male,William,Walker
Wilkes Barre,CrystalSConley@gustr.com,570-408-4880,female,Crystal,Conley
Lakeside Park,PerryKSelleck@dayrep.com,859-341-6786,male,Perry,Selleck
Jackson,JanHJames@armyspy.com,252-574-8819,male,Jan,James
Winston Salem,JudyTDunn@einrot.com,336-723-6206,female,Judy,Dunn
Redwood City,WandaCBrown@gustr.com,650-381-1248,female,Wanda,Brown
Martinsburg,MatthewKPeterson@armyspy.com,304-702-2258,male,Matthew,Peterson
Portsmouth,KateBBoothe@gustr.com,757-406-5005,female,Kate,Boothe
Morenci,AnitaDBird@superrito.com,517-458-2828,female,Anita,Bird
Raphine,JanetSDixon@jourrapide.com,540-377-2090,female,Janet,Dixon
Syracuse,StephenOBohn@cuvox.de,315-584-8063,male,Stephen,Bohn
Tumon,RodSRodriguez@superrito.com,670-868-5806,male,Rod,Rodriguez
Rice,RobertMGonzalez@superrito.com,903-326-6091,male,Robert,Gonzalez
Abilene,AgnesCMoorer@jourrapide.com,325-338-4464,female,Agnes,Moorer
Middleboro,EldonLBrown@einrot.com,508-947-9653,male,Eldon,Brown
Fort Myers,GenevieveHRivera@jourrapide.com,239-465-1231,female,Genevieve,Rivera
Toledo,CurtisDKidd@superrito.com,419-202-1150,male,Curtis,Kidd
Salt Lake City,TinaELove@cuvox.de,801-248-4059,female,Tina,Love
Omaha,BonnieGCassette@dayrep.com,402-657-2356,female,Bonnie,Cassette
Baltimore,EvaEKuster@armyspy.com,410-412-1075,female,Eva,Kuster
Camden,RobinJStevens@dayrep.com,856-956-8137,female,Robin,Stevens
Middle Point,JaniceJRichards@gustr.com,419-968-9306,female,Janice,Richards
Oakland,RitaGDoss@cuvox.de,510-355-0175,female,Rita,Doss
Lyndhurst,MaryFScott@einrot.com,973-205-7850,female,Mary,Scott
Natchitoches,JoshuaBAlmaraz@einrot.com,318-271-4605,male,Joshua,Almaraz
Midland,LeonardaFWoodie@superrito.com,432-505-1130,female,Leonarda,Woodie
Philadelphia,MarioDCurran@cuvox.de,267-274-0000,male,Mario,Curran
Camden,DavidSBoyd@cuvox.de,856-367-3085,male,David,Boyd
Chicago,BrianALopez@superrito.com,312-630-6085,male,Brian,Lopez
Dallas,FrancesHKeener@teleworm.us,214-889-5247,female,Frances,Keener
Utica,BillyTMiller@armyspy.com,315-600-9457,male,Billy,Miller
Washington,ThomasLWilliams@rhyta.com,703-496-8034,male,Thomas,Williams
Newark,AnneABrown@superrito.com,973-721-1337,female,Anne,Brown
Cordelia,RomaKReid@dayrep.com,707-864-9900,female,Roma,Reid
Lynnwood,JimmieLLyons@dayrep.com,425-775-6813,male,Jimmie,Lyons
Farmington,AaronPMagner@armyspy.com,248-615-4069,male,Aaron,Magner
Tucson,CharlesLSparks@dayrep.com,520-906-9769,male,Charles,Sparks
Knoxville,DannyBEgan@superrito.com,865-551-1313,male,Danny,Egan
Syracuse,CarlESnider@einrot.com,620-499-1981,male,Carl,Snider
Everett,JosephLWiley@jourrapide.com,425-923-8395,male,Joseph,Wiley
East Syracuse,AnnaVTallent@teleworm.us,315-263-8868,female,Anna,Tallent
Sacramento,DavidDEngelmann@fleckens.hu,916-596-3472,male,David,Engelmann
Quenemo,JoeCMcQuillen@teleworm.us,785-759-1507,male,Joe,McQuillen
Columbus,ThomasJWise@jourrapide.com,740-903-7015,male,Thomas,Wise
Pittsburgh,CeliaWHavard@jourrapide.com,724-340-3962,female,Celia,Havard
Tucson,CarlANewman@jourrapide.com,520-870-1404,male,Carl,Newman
Eagleville,AdaCCotton@dayrep.com,215-500-8016,female,Ada,Cotton
Salt Lake City,BrianBMcKinney@fleckens.hu,801-327-0132,male,Brian,McKinney
Reno,KarenRBarclay@rhyta.com,702-555-8521,female,Karen,Barclay
Flint,RandallKSimmons@jourrapide.com,810-600-1710,male,Randall,Simmons
Springfield,RobertGFletcher@einrot.com,859-262-8969,male,Robert,Fletcher
Laguna Niguel,MalcolmMHealey@jourrapide.com,949-389-8035,male,Malcolm,Healey
Pasadena,RosemaryFHarper@superrito.com,626-296-6334,female,Rosemary,Harper
Santa Clara,BrucePJohnson@gustr.com,831-254-4008,male,Bruce,Johnson
Cincinnati,ElviaWMaul@gustr.com,513-558-7242,female,Elvia,Maul
Farwell,RoderickTDennis@dayrep.com,989-544-7032,male,Roderick,Dennis
Big Bear Lake,WilliamNPogue@armyspy.com,909-866-0589,male,William,Pogue
Saginaw,WilliamKMartin@superrito.com,989-591-6404,male,William,Martin
Oklahoma City,PeterGBodie@cuvox.de,580-278-8603,male,Peter,Bodie
Long Beach,JasmineNJones@rhyta.com,714-274-7222,female,Jasmine,Jones
Dallas,CarmenDAguirre@einrot.com,972-858-9659,female,Carmen,Aguirre
Cannon Falls,AdrianLKnight@einrot.com,507-298-7721,male,Adrian,Knight
Newark,JeanNGlass@einrot.com,973-242-4074,female,Jean,Glass
Atlanta,ChristopherRBozarth@superrito.com,404-215-6352,male,Christopher,Bozarth
Rochelle Park,KathrynRGarcia@cuvox.de,908-536-0056,female,Kathryn,Garcia
Richland,JulieJBond@superrito.com,903-362-0093,female,Julie,Bond
Atlanta,DennisRLynch@armyspy.com,404-446-5515,male,Dennis,Lynch
Jacksonville,EllenLDetwiler@rhyta.com,904-720-0079,female,Ellen,Detwiler
Colorado Springs,AsaDSpurlin@teleworm.us,719-239-0164,male,Asa,Spurlin
Tacoma,JesseMCoffman@teleworm.us,253-952-1724,male,Jesse,Coffman
Greenville,HowardVMorales@jourrapide.com,662-379-6413,male,Howard,Morales
Owatonna,JaneLOates@dayrep.com,507-675-0194,female,Jane,Oates
Poway,KevinELuttrell@jourrapide.com,858-679-1454,male,Kevin,Luttrell
Nashville,MargaretWIrby@einrot.com,229-686-7246,female,Margaret,Irby
Roxboro,EmilyJMartinez@gustr.com,336-599-1074,female,Emily,Martinez
Mogadore,AmyDWagoner@gustr.com,330-628-4795,female,Amy,Wagoner
Saint Charles,KathleenCLenihan@fleckens.hu,636-940-6865,female,Kathleen,Lenihan
Euless,AmandaRRussell@rhyta.com,903-456-4964,female,Amanda,Russell
Arlington,SarahRPfeiffer@teleworm.us,817-794-5663,female,Sarah,Pfeiffer
Kaplan,JohnPGilcrease@dayrep.com,337-830-2074,male,John,Gilcrease
San Bernardino,ShayneELeachman@rhyta.com,909-771-1226,female,Shayne,Leachman
Cary,CindyRRuiz@cuvox.de,919-319-4516,female,Cindy,Ruiz
Poughkeepsie,JuneRGlaspie@cuvox.de,845-706-1158,female,June,Glaspie
Cincinnati,MathewJGoodman@teleworm.us,513-605-8747,male,Mathew,Goodman
Boston,AndreaCVargas@gustr.com,978-909-3809,female,Andrea,Vargas
Lillian,FlorenceCLosh@teleworm.us,251-961-9932,female,Florence,Losh
Tallahassee,CecilTPerez@teleworm.us,850-489-0325,male,Cecil,Perez
New York,WilliamTPlemons@rhyta.com,646-336-9261,male,William,Plemons
Wolfe City,SaraMHaven@cuvox.de,903-496-2026,female,Sara,Haven
Clarksburg,AlfredLBishop@gustr.com,304-624-0751,male,Alfred,Bishop
Oklahoma City,WayneMCandelaria@einrot.com,580-325-9651,male,Wayne,Candelaria
Jackson,CherylJCooper@cuvox.de,731-425-1084,female,Cheryl,Cooper
San Diego,AnneDBarajas@armyspy.com,858-874-6616,female,Anne,Barajas
El Cajon,MikeEQuezada@fleckens.hu,760-444-3307,male,Mike,Quezada
Rangely,TeresaTJone@armyspy.com,970-374-9735,female,Teresa,Jone
Santa Ana,TiffanyLFlinn@einrot.com,714-438-3586,female,Tiffany,Flinn
Chattanooga,ElmerSWinburn@gustr.com,423-355-0061,male,Elmer,Winburn
Morgan City,RobertLSpruill@gustr.com,256-498-9417,male,Robert,Spruill
Detroit,JeffreyLSchwartz@superrito.com,586-362-9164,male,Jeffrey,Schwartz
Lockport,SharonMRoyal@armyspy.com,716-439-7839,female,Sharon,Royal
Philadelphia,KathleenJRamsey@rhyta.com,610-314-6182,female,Kathleen,Ramsey
Milwaukee,TheodoreBWang@dayrep.com,262-834-4418,male,Theodore,Wang
Norfolk,CarolynTBouchard@armyspy.com,757-761-1598,female,Carolyn,Bouchard
Noel,RaymondJHerzog@dayrep.com,417-475-7026,male,Raymond,Herzog
Harrisonburg,AdaSKindred@jourrapide.com,540-612-9919,female,Ada,Kindred
Oklahoma City,LouiseKKnight@dayrep.com,580-375-3588,female,Louise,Knight
Louisville,ArleneLScott@teleworm.us,502-819-0730,female,Arlene,Scott
Owatonna,MandiJLach@superrito.com,507-399-6256,female,Mandi,Lach
New Berlin,EdithWShelton@fleckens.hu,920-918-7500,female,Edith,Shelton
Salt Lake City,MaryCWelch@armyspy.com,801-953-8010,female,Mary,Welch
Flint,HelenaGWilliams@superrito.com,810-249-4824,female,Helena,Williams
Fremont,BeatriceJFlowers@einrot.com,510-936-1517,female,Beatrice,Flowers
Greenville,KatherineNRusnak@superrito.com,252-488-1863,female,Katherine,Rusnak
Las Vegas,LindaSDay@jourrapide.com,775-990-8267,female,Linda,Day
Williamsville,DanaJBlack@jourrapide.com,716-632-4913,female,Dana,Black
Mount Horeb,EmmaWPoitras@gustr.com,608-437-5812,female,Emma,Poitras
Wichita,AmyRGray@einrot.com,620-956-8690,female,Amy,Gray
Shreveport,AnnHMyers@jourrapide.com,318-239-8504,female,Ann,Myers
Boise,JerryGDees@dayrep.com,208-693-5047,male,Jerry,Dees
Fieldale,ScottMWalsh@teleworm.us,276-673-1096,male,Scott,Walsh
Knoxville,MyrnaDGarcia@teleworm.us,865-226-6457,female,Myrna,Garcia
Chicago,BrianTMartin@cuvox.de,708-876-5210,male,Brian,Martin
Jackson,TraceeJRowley@cuvox.de,601-815-3883,female,Tracee,Rowley
Oconomowoc,TatyanaRBay@superrito.com,262-200-1592,female,Tatyana,Bay
Newport News,MelvinESchneck@teleworm.us,757-599-6574,male,Melvin,Schneck
Cedar Rapids,JamesGWells@teleworm.us,319-433-3246,male,James,Wells
Paris,ToddMLucia@teleworm.us,903-782-4604,male,Todd,Lucia
Corona,JasonIWalker@superrito.com,917-505-5989,male,Jason,Walker
Togiak,ClarenceRGladden@jourrapide.com,907-493-1154,male,Clarence,Gladden
Cincinnati,BurtonJMartinez@fleckens.hu,513-219-0004,male,Burton,Martinez
Portland,MatthewJLiddell@teleworm.us,513-285-1523,male,Matthew,Liddell
Pine Bluff,CrystalJWetmore@teleworm.us,870-951-9087,female,Crystal,Wetmore
Seattle,CharlesMYang@gustr.com,425-272-6150,male,Charles,Yang
Bacliff,GuadalupeRRodriguez@rhyta.com,281-559-4266,female,Guadalupe,Rodriguez
Buena Park,LarryTSchmidt@rhyta.com,714-690-8266,male,Larry,Schmidt
Garfield Heights,SandraMPadgett@armyspy.com,440-251-5803,female,Sandra,Padgett
Norwalk,EricAMadsen@fleckens.hu,203-243-8324,male,Eric,Madsen
Blodgett,KarenKCoogan@armyspy.com,541-453-1059,female,Karen,Coogan
Appleton,MichaelDRoberts@jourrapide.com,920-560-3378,male,Michael,Roberts
Olustee,SherryCDenzer@superrito.com,580-648-8422,female,Sherry,Denzer
Marquette,JustinTMarshall@rhyta.com,906-399-0715,male,Justin,Marshall
Baltimore,EstherSShaw@cuvox.de,443-349-2389,female,Esther,Shaw
Portland,AdahTPierce@armyspy.com,215-525-5402,female,Adah,Pierce
Pittsburgh,JulietWConley@dayrep.com,412-361-5007,female,Juliet,Conley
Arlington,MarieJValentine@superrito.com,817-356-9637,female,Marie,Valentine
Montgomery,HortenciaOGrubb@jourrapide.com,936-449-7911,female,Hortencia,Grubb
Twentynine Palms,NellieWPanton@cuvox.de,760-830-6717,female,Nellie,Panton
Arlington,MichaelMDelagarza@einrot.com,703-413-1852,male,Michael,Delagarza
San Diego,LeilaJBryson@armyspy.com,619-892-6297,female,Leila,Bryson
Beltsville,LeanneMBoulware@einrot.com,240-462-7318,female,Leanne,Boulware
Charleston,CarmenJEdwards@teleworm.us,304-237-0718,female,Carmen,Edwards
City Of Commerce,PatrickMAlleman@teleworm.us,805-428-0962,male,Patrick,Alleman
East Syracuse,KarenJMartin@gustr.com,315-767-2224,female,Karen,Martin
Norfolk,RobertEBurch@rhyta.com,757-291-8839,male,Robert,Burch
Ashby,AshleyDBrock@dayrep.com,978-386-0250,female,Ashley,Brock
Ortonville,RetaAGregory@rhyta.com,320-839-9820,female,Reta,Gregory
Jersey City,KevinMGranados@superrito.com,551-427-6225,male,Kevin,Granados
Lafayette,AntoinetteHHernandez@armyspy.com,337-273-8947,female,Antoinette,Hernandez
New York,FrankKPhelps@rhyta.com,212-294-6865,male,Frank,Phelps
Hoffman,ShawnADeschenes@teleworm.us,618-495-7220,male,Shawn,Deschenes
Chicago,ChristineRMontague@teleworm.us,773-928-1924,female,Christine,Montague
Kent,PearlCGrant@jourrapide.com,206-574-3136,female,Pearl,Grant
Westbury,MichaelJGlass@cuvox.de,631-901-9880,male,Michael,Glass
Palm Springs,JamesALackey@jourrapide.com,760-668-0934,male,James,Lackey
Orlando,ErnestinaJSmith@jourrapide.com,321-421-0317,female,Ernestina,Smith
Houston,DamonRStewart@dayrep.com,979-203-6574,male,Damon,Stewart
Plymouth,ArthurMEdwards@superrito.com,763-559-7120,male,Arthur,Edwards
Washington,EdwinAVega@dayrep.com,240-437-0667,male,Edwin,Vega
Washington,AishaTMullen@dayrep.com,703-258-5772,female,Aisha,Mullen
Bagley,KristopherLHoltz@jourrapide.com,218-694-0670,male,Kristopher,Holtz
Heber Springs,WilmerTMikels@rhyta.com,501-250-0982,male,Wilmer,Mikels
Livermore,FranciscaSBurns@rhyta.com,925-243-0056,female,Francisca,Burns
Albuquerque,RandyJEwell@gustr.com,505-462-9897,male,Randy,Ewell
Blacksburg,YolandaCLopez@jourrapide.com,540-951-4563,female,Yolanda,Lopez
San Antonio,WallaceRSteadman@gustr.com,830-849-3536,male,Wallace,Steadman
Larkspur,JamieJEisenhower@jourrapide.com,415-461-5068,female,Jamie,Eisenhower
Atlanta,SummerBFujiwara@teleworm.us,404-352-0741,female,Summer,Fujiwara
Indianapolis,DoyleHSims@einrot.com,317-788-5877,male,Doyle,Sims
New York,JasonSMolnar@teleworm.us,347-262-1135,male,Jason,Molnar
Oakland,GladysRSmith@armyspy.com,415-756-7422,female,Gladys,Smith
Minneapolis,RaymondFDuarte@teleworm.us,612-722-0614,male,Raymond,Duarte
San Diego,PatriciaAPearce@teleworm.us,858-752-2988,female,Patricia,Pearce
Kempton,JoseHBishop@jourrapide.com,765-947-5985,male,Jose,Bishop
Vancouver,DelfinaLFriedman@gustr.com,360-314-8081,female,Delfina,Friedman
Morgan City,KarenIWright@superrito.com,985-330-3561,female,Karen,Wright
Tishomingo,ChristineDVillarreal@superrito.com,662-438-9762,female,Christine,Villarreal
Smyrna,MargaretMWilliamson@cuvox.de,678-840-3126,female,Margaret,Williamson
Carrollton,ThomasDKlinger@einrot.com,214-390-9313,male,Thomas,Klinger
Mesquite,VernaGGardner@dayrep.com,214-664-6845,female,Verna,Gardner
Fisk,AndrewRForsyth@fleckens.hu,573-967-4215,male,Andrew,Forsyth
N. Miami,CharlesMStandifer@rhyta.com,305-919-3571,male,Charles,Standifer
Champaign,LauraJShreve@jourrapide.com,217-714-2720,female,Laura,Shreve
New York,GregoryJHansen@einrot.com,212-652-1573,male,Gregory,Hansen
Boston,AmieSMarrero@jourrapide.com,617-624-5466,female,Amie,Marrero
Van Nuys,TerriRHood@fleckens.hu,323-873-6419,female,Terri,Hood
Knoxville,DeanDMendez@armyspy.com,865-964-3267,male,Dean,Mendez
Santa Clara,RobertaSNelson@gustr.com,408-396-9230,female,Roberta,Nelson
Houston,RobertHTello@dayrep.com,281-550-9640,male,Robert,Tello
Eugene,MariaGGroom@jourrapide.com,541-682-6910,female,Maria,Groom
Pottsville,BarbaraJEaston@jourrapide.com,570-216-0066,female,Barbara,Easton
Kernville,TeresaAKeck@gustr.com,760-376-6755,female,Teresa,Keck
Austin,JohnCCitizen@gustr.com,512-272-6533,male,John,Citizen
Charleroi,MeganHLacey@einrot.com,724-489-1015,female,Megan,Lacey
New York,LenaCMedina@cuvox.de,212-256-8963,female,Lena,Medina
Lansing,StellaLWright@gustr.com,517-449-7870,female,Stella,Wright
Boise,DeborahSHaines@fleckens.hu,208-375-2787,female,Deborah,Haines
Sarasota,LesliDLangevin@cuvox.de,941-343-8004,female,Lesli,Langevin
Hartford,ChristineRSwoboda@rhyta.com,860-534-1453,female,Christine,Swoboda
Orlando,MarieSMartin@rhyta.com,407-936-4763,female,Marie,Martin
Saint Louis,GladysDHudkins@jourrapide.com,314-522-5315,female,Gladys,Hudkins
Westborough,RoxanneJReid@armyspy.com,508-954-1933,female,Roxanne,Reid
Atlanta,AaronDDavis@gustr.com,678-876-8732,male,Aaron,Davis
Seattle,RickPKing@dayrep.com,360-539-5069,male,Rick,King
Oakland,ShirleyWGray@gustr.com,707-327-9724,female,Shirley,Gray
Baltimore,SueTVargas@einrot.com,443-858-3328,female,Sue,Vargas
Oklahoma City,VirginiaNPerez@gustr.com,405-644-9573,female,Virginia,Perez
Eagleville,PatriciaWSlattery@dayrep.com,484-716-2304,female,Patricia,Slattery
Madisonville,AntonioDTaylor@cuvox.de,270-820-2386,male,Antonio,Taylor
Taylorville,ShanitaJYip@fleckens.hu,217-823-0578,female,Shanita,Yip
Wartrace,KurtTSmith@cuvox.de,931-389-0820,male,Kurt,Smith
Riverside,ConstanceGSumter@einrot.com,818-334-4054,female,Constance,Sumter
Augusta,KimGHarris@rhyta.com,803-363-9966,female,Kim,Harris
Tuckerman,LatanyaRHoffman@superrito.com,870-349-7921,female,Latanya,Hoffman
Chicago,AliceCCallahan@dayrep.com,773-987-1681,female,Alice,Callahan
Jackson,LloydVPfaff@teleworm.us,601-606-9293,male,Lloyd,Pfaff
Corona,DelbertJSato@einrot.com,917-303-4576,male,Delbert,Sato
Teterboro,GraceTTamez@einrot.com,201-966-2310,female,Grace,Tamez
Castaic,MaryGKohler@cuvox.de,661-257-5810,female,Mary,Kohler
Fort Worth,AmyRKing@superrito.com,682-438-1925,female,Amy,King
San Jose,CarlNHoover@armyspy.com,408-427-3017,male,Carl,Hoover
Minneapolis,MichaelDMcCormick@gustr.com,612-237-7100,male,Michael,McCormick
Lancaster,JohnMNapolitano@fleckens.hu,717-209-6967,male,John,Napolitano
Colorado Springs,NoahJTucker@einrot.com,719-241-5902,male,Noah,Tucker
Atlanta,TimothyLFrance@teleworm.us,404-347-0788,male,Timothy,France
Englewood,BradleyCWatson@einrot.com,941-473-1106,male,Bradley,Watson
Palm Springs,EricSWalls@rhyta.com,760-423-3626,male,Eric,Walls
Boston,VirginiaSAndrade@rhyta.com,617-242-9284,female,Virginia,Andrade
Burlington,QuinnSRatliff@superrito.com,319-850-5281,male,Quinn,Ratliff
Los Angeles,ElizabethCNunley@gustr.com,760-258-2769,female,Elizabeth,Nunley
Washington,RichardNWhetstone@gustr.com,202-783-1832,male,Richard,Whetstone
Fayetteville,AngieHPeterson@cuvox.de,479-434-8290,female,Angie,Peterson
San Dimas,VirginiaPPerry@armyspy.com,909-592-8554,female,Virginia,Perry
Louisville,VelmaJVanderburg@dayrep.com,502-596-3955,female,Velma,Vanderburg
West Des Moines,PatriciaSSelleck@gustr.com,515-213-7485,female,Patricia,Selleck
West Palm Beach,PaulaMPalmateer@dayrep.com,561-414-0341,female,Paula,Palmateer
Lubbock,AnitaGKinsley@dayrep.com,806-794-2557,female,Anita,Kinsley
Blanchardville,MaeBBaker@gustr.com,608-523-9409,female,Mae,Baker
Jackson,IleneTTodd@fleckens.hu,731-927-3548,female,Ilene,Todd
Sacramento,AshleyLMcBride@armyspy.com,530-418-4887,female,Ashley,McBride
Huntsville,BenjaminGLee@armyspy.com,256-382-9403,male,Benjamin,Lee
Fort Lauderdale,KarieKBrown@armyspy.com,786-390-9726,female,Karie,Brown
Miami,SophieMMartin@armyspy.com,305-269-2788,female,Sophie,Martin
Buffalo,HenryYCarter@teleworm.us,585-902-4201,male,Henry,Carter
Cleveland,VilmaDHayden@jourrapide.com,216-479-3131,female,Vilma,Hayden
Cedarville,AlbertBMcIntyre@superrito.com,906-484-2676,male,Albert,McIntyre
Hibbing,LarryLHenley@armyspy.com,218-262-7680,male,Larry,Henley
Levittown,DavidEMcLean@armyspy.com,516-552-0375,male,David,McLean
Southfield,JamesDCervantes@cuvox.de,734-389-4748,male,James,Cervantes
Colorado Springs,MarshaBGregory@gustr.com,719-536-1502,female,Marsha,Gregory
Westbury,JosephGRendon@einrot.com,718-809-8262,male,Joseph,Rendon
Coral Gables,BettyDMcMath@einrot.com,305-569-3428,female,Betty,McMath
Chicago,SamanthaEGamble@fleckens.hu,847-780-7882,female,Samantha,Gamble
Milford,GeorgiaMAbbott@einrot.com,435-387-0774,female,Georgia,Abbott
Gibson,JaredTMyers@einrot.com,706-598-0684,male,Jared,Myers
Nashville,RobertaMWatkins@superrito.com,615-831-7269,female,Roberta,Watkins
Orlando,NataliaMBeall@rhyta.com,321-257-0603,female,Natalia,Beall
Reston,StevenDBauch@fleckens.hu,240-465-2116,male,Steven,Bauch
Frederick,TrentABlack@rhyta.com,301-491-1657,male,Trent,Black
Boardman,DonnaJStephens@fleckens.hu,541-481-7918,female,Donna,Stephens
Penfield,RichardANance@rhyta.com,217-595-9801,male,Richard,Nance
Arlington,LoreanGPorter@jourrapide.com,817-975-9699,female,Lorean,Porter
Monticello,WalterMBell@fleckens.hu,870-308-1304,male,Walter,Bell
Rockville,TheresaLLindley@jourrapide.com,301-517-6016,female,Theresa,Lindley
Jackson,DanielMPettigrew@teleworm.us,601-410-9193,male,Daniel,Pettigrew
Denver,ToddAFlynn@superrito.com,303-458-6181,male,Todd,Flynn
Baltimore,KennethFElkins@rhyta.com,443-603-7797,male,Kenneth,Elkins
Aurora,MagdaPSneed@superrito.com,303-723-5985,female,Magda,Sneed
Overland Park,DeanJLeasure@gustr.com,913-909-4249,male,Dean,Leasure
Houston,JohnAClay@rhyta.com,281-539-7151,male,John,Clay
Beckley,ReginaldVHarriman@einrot.com,304-660-2686,male,Reginald,Harriman
Ayer,DuaneSHolman@cuvox.de,978-796-2540,male,Duane,Holman
Gardena,DavidLGonzales@gustr.com,310-515-5902,male,David,Gonzales
Clinton,BeverlyHThomas@jourrapide.com,580-331-9073,female,Beverly,Thomas
Ocala,FrancisJRitchie@teleworm.us,352-671-1414,male,Francis,Ritchie
Rochelle Park,MarkLWoods@dayrep.com,973-610-8545,male,Mark,Woods
Warrensville Heights,JerryDGalloway@armyspy.com,216-818-8201,male,Jerry,Galloway
Cincinnati,LisaGSmith@teleworm.us,513-497-6470,female,Lisa,Smith
Lebo,AlbertNErdmann@gustr.com,620-490-2037,male,Albert,Erdmann
Fresno,IreneLFoor@armyspy.com,209-902-5616,female,Irene,Foor
Bay Shore,RyanNCarroll@dayrep.com,631-859-0452,male,Ryan,Carroll
